,name,rating,reviews,field,employees,ctype,old,location
3113,Sj Contracts,4.3,212,Engineering & Construction , 501-1k Employees , 33 years old , Pune +3 more,
3114,Efftronics Systems,3.5,212,Electronics Manufacturing , 501-1k Employees , 38 years old , Vijayawada +19 more,
3115,Zebronics,3.4,212,Consumer Electronics & Appliances , 1k-5k Employees , 26 years old , Chennai +34 more,
3116,Can-Pack,4.3,211,Packaging , 501-1k Employees , 31 years old , Aurangabad +8 more,
3117,Pitambari Products,4.0,211,FMCG , 1k-5k Employees , 37 years old , Thane +35 more,
3118,Studds Accessories,3.2,211,Auto Components , 1k-5k Employees , 40 years old , Faridabad +4 more,
3119,GE Aviation,4.2,211,Aviation , 1k-5k Employees , 106 years old , Cincinnati +7 more,
3120,Nabard Financial Services,4.3,211,Government , 1k-5k Employees , Public , 14 years old , Bengaluru +84 more
3121,Sarvodaya Hospital,4.1,211,Healthcare , 51-200 Employees , 32 years old , Faridabad +14 more,
3122,Trivium Education Services,3.8,211,BPO , 51-200 Employees , 13 years old , Delhi/NCR +9 more,
3123,ReGen Powertech,3.9,211,Power , 501-1k Employees , 17 years old , Chennai +18 more,
3124,Cimpress,4.1,211,Printing & Publishing , 1k-5k Employees , 28 years old , Dundalk +7 more,
3125,Hexagon Capability Center,4.2,211,IT Services & Consulting , 1k-5k Employees , 36 years old , Stockholm +8 more,
3126,AXIS MY INDIA,4.2,211,Analytics & KPO , 51-200 Employees , 25 years old , Mumbai +14 more,
3127,Casagrand,3.9,211,Real Estate , 501-1k Employees , 19 years old , Chennai +8 more,
3128,Hindustan Syringes & Medical Devices,4.1,211,Medical Equipment , 51-200 Employees , 66 years old , Faridabad +10 more,
3129,Suburban Diagnostics,4.0,211,Healthcare , 201-500 Employees , 29 years old , Mumbai +10 more,
3130,Tata Steel Processing & Distribution,3.8,211,Iron & Steel , 1k-5k Employees , 26 years old , Kolkata +29 more,
3131,Welspun Enterprises,4.1,211,Engineering & Construction , 501-1k Employees , Public , 47 years old , Mumbai +27 more
3132,Volkswagen Group Technology Solution,3.6,211,Software Product , 1k-5k Employees , 7 years old , Pune +3 more,
3133,MIOT INTERNATIONAL,3.7,211,Healthcare , 501-1k Employees , 24 years old , Chennai +7 more,
3134,Mobikwik,3.3,210,FinTech , 201-500 Employees , 14 years old , Gurgaon +15 more,
3135,Etech Global Services,4.0,210,BPO , 1k-5k Employees , 26 years old , Nacogdoches +4 more,
3136,Koyo Bearings India,4.0,210,Auto Components , 1k-5k Employees , 16 years old , Gurgaon +6 more,
3137,Course5,3.7,210,Analytics & KPO , 501-1k Employees , 23 years old , Bellevue +8 more,
3138,Mahagun India,3.2,210,Real Estate , 501-1k Employees , Conglomerate , 28 years old , Noida +5 more
3139,Nimbus Harbor Facilities Management,3.9,210,Facility Management Services , 10k-50k Employees , 19 years old , Gurgaon/Gurugram +12 more,
3140,Indiabulls Real Estate,4.4,210,Real Estate , 501-1k Employees , Public , 17 years old , Mumbai +19 more
3141,AIG Hospital,4.3,210,Healthcare , 201-500 Employees , 37 years old , Hyderabad +2 more,
3142,Refinitiv,4.1,210,Financial Services , 51-200 Employees , 325 years old , London +3 more,
3143,Course5,3.7,210,Analytics & KPO , 501-1k Employees , 23 years old , Bellevue +8 more,
3144,Mahagun India,3.2,210,Real Estate , 501-1k Employees , Conglomerate , 28 years old , Noida +5 more
3145,Etech Global Services,4.0,210,BPO , 1k-5k Employees , 26 years old , Nacogdoches +4 more,
3146,Koyo Bearings India,4.0,210,Auto Components , 1k-5k Employees , 16 years old , Gurgaon +6 more,
3147,Nimbus Harbor Facilities Management,3.9,210,Facility Management Services , 10k-50k Employees , 19 years old , Gurgaon/Gurugram +12 more,
3148,Pfizer Healthcare india pvt lit,4.0,210,Pharma , 1k-5k Employees , 14 years old , Mumbai +14 more,
3149,Ichhapurti.com,2.3,210,Software Product , 51-200 Employees , Startup , Gurgaon/Gurugram +26 more,
3150,Flyhomes,4.4,210,Internet , 201-500 Employees , Startup , 8 years old , Seattle +8 more
3151,Expleo Group,3.8,210,IT Services & Consulting , 10k-50k Employees , 6 years old , Saint Quentin en Yvelines +6 more,
3152,Vascon Engineers,3.7,210,Real Estate , 501-1k Employees , Public , 37 years old , Pune +15 more
3153,Perficient,3.9,209,IT Services & Consulting , 501-1k Employees , 26 years old , St Louis +5 more,
3154,Country Inns & Suites,3.9,209,Hospitality , 11-50 Employees , 38 years old , Minnetonka +23 more,
3155,Bhandari Automobiles,4.0,209,Automobile , 501-1k Employees , 45 years old , Midnapore +20 more,
3156,Powerica,3.8,209,Industrial Machinery , 501-1k Employees , 39 years old , Mumbai +24 more,
3157,Royal Research,2.3,209,Analytics & KPO , 501-1k Employees , 10 years old , Kolkata +5 more,
3158,Hygienic Research Institute,4.4,209,Beauty & Personal Care , 1k-5k Employees , 66 years old , Mumbai +35 more,
3159,Bharat Dynamics,4.3,209,Industrial Machinery , 1k-5k Employees , Fortune India 500 , 53 years old , Hyderabad/Secunderabad +4 more
3160,Adani Capital,4.3,209,NBFC , 201-500 Employees , 6 years old , Mumbai +70 more,
3161,Baxter Pharmaceutical Solutions LLC.,4.3,209,Pharma , 1k-5k Employees , 92 years old , Deerfield +6 more,
3162,Country Inns & Suites,3.9,209,Hospitality , 11-50 Employees , 38 years old , Minnetonka +23 more,
3163,Bharat Dynamics,4.3,209,Industrial Machinery , 1k-5k Employees , Fortune India 500 , 53 years old , Hyderabad/Secunderabad +4 more
3164,Bhandari Automobiles,4.0,209,Automobile , 501-1k Employees , 45 years old , Midnapore +20 more,
3165,Anand Rathi Global Finance,3.5,209,NBFC , 51-200 Employees , 41 years old , Mumbai +38 more,
3166,Nava Bharat Ventures,3.9,209,Metals & Mining , 51-200 Employees , Public , 51 years old , Hyderabad/Secunderabad +22 more
3167,Pratibha Industries,4.4,208,Engineering & Construction , 501-1k Employees , Public , 41 years old , Mumbai +19 more
3168,Focus Energy,3.4,208,Oil & Gas , 501-1k Employees , 37 years old , Gurgaon/Gurugram +10 more,
3169,Munjal Kiriu Industries,3.7,208,Auto Components , 201-500 Employees , 67 years old , Gurgaon/Gurugram +5 more,
3170,Core Integra Consulting Services,3.6,208,Recruitment , 1k-5k Employees , Conglomerate , 12 years old , Mumbai +50 more
3171,N+A,3.5,208,Financial Services , Los Angeles +38 more,,,
3172,Prem Henna,3.6,208,Beauty & Personal Care , 201-500 Employees , 93 years old , Indore +52 more,
3173,Dnata,4.1,208,Aviation , 501-1k Employees , 64 years old , Dubai +17 more,
3174,DSV - Global Transport and Logistics,4.1,208,Logistics , 501-1k Employees , 47 years old , Hedehusene +23 more,
3175,ZF Friedrichshafen,3.9,207,Auto Components , 1 Lakh+ Employees (Global) , 108 years old , Friedrichshafen +14 more,
3176,Icertis,3.7,207,Software Product , 1k-5k Employees , Indian Unicorn , 14 years old , Bellevue +1 more
3177,M*Modal,3.4,207,IT Services & Consulting , 1k-5k Employees , 22 years old , Franklin +10 more,
3178,Religare Finvest,4.5,207,Financial Services , 1k-5k Employees , Public , 17 years old , Delhi/NCR +32 more
3179,Oriflame,3.8,207,Beauty & Personal Care , 1k-5k Employees , 56 years old , Stockholm +22 more,
3180,SBL,3.3,207,IT Services & Consulting , 1k-5k Employees , 18 years old , Bengaluru/Bangalore +21 more,
3181,CTDI,3.6,207,Telecom , 201-500 Employees , 48 years old , West Chester +19 more,
3182,Linkquest Telecom,3.5,207,Telecom , 501-1k Employees , 27 years old , Noida +35 more,
3183,Seth M R Jaipuria School,3.8,207,Education & Training , 1k-5k Employees , 31 years old , Delhi/NCR +32 more,
3184,Shivam Infocom,4.0,207,Telecom , 1k-5k Employees , 20 years old , Delhi/NCR +28 more,
3185,Kalkine,3.8,207,Analytics & KPO , 51-200 Employees , 9 years old , Sydney +2 more,
3186,Cipla Health,4.3,207,Pharma , 501-1k Employees , Public , 10 years old , Mumbai +46 more
3187,T R Chadha & Co Llp,3.7,207,Accounting & Auditing , 51-200 Employees , 77 years old , Delhi/NCR +13 more,
3188,Shree Renuka Sugars,4.2,207,Food Processing , 1k-5k Employees , Public , 25 years old , Belagavi/Belgaum +27 more
3189,Luxor Writing Instruments,3.8,207,Other , 1k-5k Employees , 22 years old , Noida +27 more,
3190,Jaypee Hospital,4.1,207,Healthcare , 501-1k Employees , 9 years old , Noida +7 more,
3191,CG Foods,3.7,207,FMCG , 1k-5k Employees , 39 years old , Lalitpur +33 more,
3192,Prime Focus,3.7,207,Animation & VFX , 1k-5k Employees , Public , 26 years old , Mumbai +10 more
3193,Puranik Builders,3.9,207,Real Estate , 201-500 Employees , Public , 55 years old , Thane +8 more
3194,Confidence Petroleum India,3.3,207,Oil & Gas , 501-1k Employees , Public , 26 years old , Nagpur +31 more
3195,Asti Electronics India,4.0,207,Auto Components , 201-500 Employees , 19 years old , Gurgaon/Gurugram +5 more,
3196,Alchemy Techsol India,3.5,207,IT Services & Consulting , 201-500 Employees , 9 years old , Bangalore +14 more,
3197,NAFFCO,3.9,206,Law Enforcement & Security , 201-500 Employees , 32 years old , Dubai +18 more,
3198,GRT Jewellers,4.3,206,Jewellery , 5k-10k Employees , 59 years old , Chennai +23 more,
3199,Delhi Duty Free Services,3.9,206,Retail , 501-1k Employees , 13 years old , Delhi/NCR +4 more,
3200,Dishnet Wireless,4.3,206,Telecom , 1k-5k Employees , Public , 25 years old , Delhi/NCR +45 more
3201,Sonalika Group of Companies,3.8,206,Automobile , 5k-10k Employees , 54 years old , Hoshiarpur +34 more,
3202,Dee Piping System,4.2,206,Oil & Gas , 1k-5k Employees , 40 years old , Palwal +7 more,
3203,Mahindra Trucks & Buses,3.9,206,Automobile , Pune +48 more,,,
3204,Kirloskar Electric Company,3.6,206,Electrical Equipment , 1k-5k Employees , Public , 77 years old , Bangalore/Bengaluru +21 more
3205,Elite Elevators,3.8,206,Industrial Machinery , 51-200 Employees , 20 years old , Chennai +21 more,
3206,NACL Industries,4.3,206,Agro Chemicals , 1k-5k Employees , 30 years old , Hyderabad/Secunderabad +39 more,
3207,Global Edge Software,3.6,206,IT Services & Consulting , 201-500 Employees , 18 years old , Bangalore +8 more,
3208,Wallace Pharmaceuticals,3.7,206,Pharma , 1k-5k Employees , 55 years old , Panaji/Panjim +35 more,
3209,Kubota Agricultural Machinery India,4.2,206,Other , 201-500 Employees , 15 years old , Chennai +30 more,
3210,OnsiteGo,4.0,206,Internet , 501-1k Employees , 13 years old , Mumbai +16 more,
3211,Jubilant Biosys,3.9,206,Biotechnology , 1k-5k Employees , 23 years old , Noida +8 more,
3212,ACG Worldwide,4.1,206,Pharma , 1k-5k Employees , 62 years old , Mumbai +12 more,
3213,Godrej Infotech,4.2,206,IT Services & Consulting , 501-1k Employees , 24 years old , Mumbai +12 more,
3214,Scania,4.4,206,Auto Components , 201-500 Employees , 132 years old , Södertälje +20 more,
3215,Muthoot Homefin India,3.8,206,Investment Banking / Venture Capital / Private Equity , 201-500 Employees , 12 years old , Mumbai +69 more,
3216,Tata Digital,3.3,206,Internet , 501-1k Employees , 4 years old , Mumbai +7 more,
3217,Amara Raja Power Systems,4.1,206,Auto Components , 10k-50k Employees , 38 years old , Tirupati +31 more,
3218,Uneecops Technologies,4.2,206,IT Services & Consulting , 501-1k Employees , 28 years old , Delhi/NCR +13 more,
3219,Knowledgeworks Global,3.3,206,Printing & Publishing , 501-1k Employees , Glen Allen +6 more,,
3220,Aeries Technology,3.4,206,IT Services & Consulting , 501-1k Employees , 11 years old , Mumbai +5 more,
3221,Sedemac Mechatronics,4.1,205,Emerging Technologies , 201-500 Employees , 16 years old , Mumbai +3 more,
3222,Peter England,4.2,205,Fashion & Textile , 501-1k Employees , 134 years old , Londonderry +89 more,
3223,TÜV Rheinland,4.0,205,Law Enforcement & Security , 501-1k Employees , 151 years old , Cologne +39 more,
3224,Sterling Tools,3.9,205,Automobile , 501-1k Employees , Public , 44 years old , Faridabad +9 more
3225,Baramati Agro,4.0,205,FMCG , 1k-5k Employees , Public , 35 years old , Pune +29 more
3226,MBD GROUP,4.0,205,Printing & Publishing , 501-1k Employees , 67 years old , New Delhi +30 more,
3227,Case New-Holland Construction Equipment India,4.0,205,Industrial Machinery , 51-200 Employees , 181 years old , London +36 more,
3228,Planetcast,3.7,205,Media & Entertainment , 1k-5k Employees , Public , 27 years old , Noida +11 more
3229,MARK EXHAUST SYSTEMS,4.0,205,Auto Components , 501-1k Employees , Public , 30 years old , Gurgaon/Gurugram +9 more
3230,Nuance Communications,4.3,205,Software Product , 1k-5k Employees , Public , 31 years old , Burlington +12 more
3231,Zydus Hospital,4.2,205,Healthcare , 501-1k Employees , Public , 8 years old , Ahmedabad +8 more
3232,Cygnet Infotech,3.8,205,IT Services & Consulting , 1k-5k Employees , 23 years old , Ahmedabad +8 more,
3233,Monsanto Holdings,4.5,205,Agro Chemicals , 1k-5k Employees , 122 years old , Creve Coeur +35 more,
3234,Elico Healthcare Services,2.8,205,Analytics & KPO , 501-1k Employees , 24 years old , Hyderabad/Secunderabad +5 more,
3235,Mahindra Susten,4.3,205,Engineering & Construction , 501-1k Employees , 13 years old , Mumbai +26 more,
3236,Sequential Technology International,3.8,205,BPO , 501-1k Employees , 7 years old , Windermere +4 more,
3237,Woodland,3.7,205,Fashion & Textile , 5k-10k Employees (Global) , 31 years old , Quebec +55 more,
3238,Mahindra Electric,3.7,205,Automobile , 201-500 Employees , 29 years old , Bengaluru +10 more,
3239,Sir H. N. Reliance Foundation Hospital and Research,3.8,205,Healthcare , 51-200 Employees , Public , 98 years old , Mumbai +4 more
3240,Velozity Global Solutions,4.9,205,Software Product , 11-50 Employees , Tambaram +4 more,,
3241,Checkmate Services,4.0,204,Facility Management Services , 10k-50k Employees , 31 years old , Vadodara/Baroda +49 more,
3242,Bharat IT Services,2.9,204,IT Services & Consulting , 501-1k Employees , Public , 27 years old , Noida +37 more
3243,Dalmia Bharat Group,4.2,204,Building Material , 5k-10k Employees , 84 years old , New Delhi +44 more,
3244,Yashi Consulting Services,4.0,204,Engineering & Construction , 51-200 Employees , 18 years old , Jaipur +18 more,
3245,Munjal Auto Industries,3.8,204,Auto Components , 1k-5k Employees , Public , 38 years old , Gurgaon/Gurugram +10 more
3246,Eastman Auto & Power,3.9,204,Power , 1k-5k Employees , Public , 21 years old , Gurgaon/Gurugram +26 more
3247,RV Solutions,3.7,204,IT Services & Consulting , 201-500 Employees , 15 years old , Noida +29 more,
3248,MobileComm Technologies India,4.0,204,Telecom , 201-500 Employees , 21 years old , Richardson +25 more,
3249,VERITY GLOBAL SOLUTIONS,3.3,204,Investment Banking / Venture Capital / Private Equity , 201-500 Employees , Bengaluru/Bangalore +9 more,,
3250,Molecular Connections,3.3,204,IT Services & Consulting , 1k-5k Employees , 22 years old , Bangalore/Bengaluru +7 more,
3251,Wagh Bakri Tea Group,4.3,204,Beverage , 1k-5k Employees , 108 years old , Ahmedabad +23 more,
3252,Indus Net Technologies,3.9,204,IT Services & Consulting , 501-1k Employees , 26 years old , Kolkata +5 more,
3253,Caretel Infotech,3.7,204,Analytics & KPO , 5k-10k Employees (Global) , 19 years old , Delhi/NCR +9 more,
3254,Knowledge Splice Services pvt ltd.,3.5,204,BPO , 201-500 Employees , 12 years old , Houston +13 more,
3255,Addverb Technologies,3.4,204,Industrial Automation , 501-1k Employees , Startup , 7 years old , Noida +12 more
3256,SVC Co-Operative Bank,3.8,204,Banking , 1k-5k Employees , 117 years old , Mumbai +33 more,
3257,DeHaat,3.7,204,Agriculture , 1k-5k Employees , Startup , 4 years old , Patna +47 more
3258,Shangri-la Hotels & Resorts,4.2,204,Hospitality , 501-1k Employees , Public , 52 years old , Hong Kong +18 more
3259,Mukand,3.7,203,Iron & Steel , 1k-5k Employees , Public , 86 years old , Mumbai +15 more
3260,TCI Supply Chain Solutions,4.2,203,Logistics , 5k-10k Employees , 65 years old , Gurgaon/Gurugram +34 more,
3261,Citylife Retail,3.9,203,Retail , 51-200 Employees , 17 years old , Kolkata +47 more,
3262,Eaton India Innovation Center,4.1,203,Analytics & KPO , 1k-5k Employees , Pune,,
3263,Ordnance Factory,4.3,203,Government , 50k-1 Lakh Employees (Global) , 248 years old , Kolkata +27 more,
3264,YKK,3.8,203,Fashion & Textile , 201-500 Employees , 28 years old , Gurgaon/Gurugram +14 more,
3265,Jindal Industries,3.4,203,Import & Export , 1k-5k Employees (Global) , Public , 71 years old , Delhi/NCR +20 more
3266,Western Digital,3.6,203,Consumer Electronics & Appliances , 1k-5k Employees , Forbes Global 2000 , 53 years old , San Jose +7 more
3267,Arundhati Jewellers,4.5,203,Jewellery , 201-500 Employees , 23 years old , Bhubaneswar +6 more,
3268,Al Tasnim Enterprises,3.7,203,Engineering & Construction , 201-500 Employees , 47 years old , Muscat +9 more,
3269,Net Solutions,4.4,203,IT Services & Consulting , 201-500 Employees , 23 years old , Chandigarh +1 more,
3270,Arjas Steel,4.2,203,Iron & Steel , 51-200 Employees , 30 years old , Bengaluru +6 more,
3271,Eye-Q Super Speciality Eye Hospitals,3.5,203,Healthcare , 501-1k Employees (Global) , 16 years old , Gurugram +28 more,
3272,Onkar Infotech,4.2,203,BPO , 201-500 Employees , 23 years old , Gurgaon/Gurugram +1 more,
3273,Rainbow Childrens Hospital,4.3,203,Healthcare , 5k-10k Employees , 24 years old , Hyderabad/Secunderabad +10 more,
3274,Bihar Rural Livelihoods Promotion Society,3.9,203,Non-Profit , 1k-5k Employees , 16 years old , Patna +44 more,
3275,Atul Auto,3.6,202,Automobile , 1k-5k Employees , Public , 41 years old , Rajkot +27 more
3276,e-Zest,3.9,202,IT Services & Consulting , 1k-5k Employees , Public , 23 years old , Pune +2 more
3277,Alembic,3.6,202,Pharma , 5k-10k Employees (Global) , Public , 116 years old , Vadodara +27 more
3278,Bnp Paribas Securities,3.8,202,Financial Services , 10k-50k Employees , 175 years old , Pantin +7 more,
3279,Sembcorp Energy India,4.2,202,Power , 501-1k Employees , Public , 15 years old , Gurgaon/Gurugram +11 more
3280,L&T Water & Effluent Treatment,4.5,202,Engineering & Construction , 5k-10k Employees , Chennai +41 more,,
3281,Andromeda Sales And Distribution,3.1,202,Financial Services , 1k-5k Employees , 32 years old , Mumbai +38 more,
3282,Milkbasket,3.7,202,Internet , 501-1k Employees , Startup , 8 years old , Gurgaon +16 more
3283,Cochin Shipyard,4.1,202,Ports & Shipping , 1k-5k Employees , Fortune India 500 , 51 years old , Ernakulam +9 more
3284,Bajaj Hindusthan,4.1,202,Food Processing , 1k-5k Employees , Public , 92 years old , Mumbai +16 more
3285,PhyCARE Solutions,3.8,202,Healthcare , 501-1k Employees , 23 years old , Bronx +4 more,
3286,LabCorp,4.1,202,Healthcare , 501-1k Employees , Forbes Global 2000 , Burlington +9 more,
3287,NTT-Netmagic,4.2,202,IT Services & Consulting , 501-1k Employees , 25 years old , Mumbai +12 more,
